key	0	1	2	3	4	5	6
196912	0.000	0.002	0.038	0.758	0.115	0.071	0.017
197001	0.000	0.000	0.027	0.777	0.117	0.052	0.027
197002	0.000	0.000	0.074	0.769	0.103	0.051	0.004
197003	0.000	0.000	0.033	0.786	0.121	0.036	0.024
197004	0.000	0.000	0.040	0.775	0.140	0.028	0.017
197005	0.000	0.000	0.075	0.750	0.125	0.039	0.010
197006	0.000	0.000	0.084	0.748	0.120	0.030	0.017
197007	0.000	0.015	0.066	0.760	0.107	0.029	0.022
197008	0.000	0.014	0.133	0.732	0.070	0.045	0.006
197009	0.000	0.008	0.095	0.732	0.096	0.048	0.022
197010	0.000	0.011	0.049	0.731	0.134	0.049	0.027
197011	0.000	0.004	0.056	0.736	0.131	0.043	0.028
197012	0.000	0.008	0.064	0.746	0.108	0.058	0.018
197101	0.000	0.017	0.106	0.673	0.121	0.061	0.022
197102	0.000	0.013	0.110	0.645	0.126	0.087	0.019
197103	0.002	0.068	0.124	0.611	0.115	0.055	0.025
197104	0.004	0.076	0.126	0.621	0.118	0.029	0.025
197105	0.004	0.098	0.107	0.594	0.127	0.030	0.040
197106	0.051	0.087	0.100	0.559	0.126	0.039	0.037
197107	0.039	0.090	0.059	0.619	0.119	0.050	0.026
197108	0.005	0.024	0.069	0.696	0.135	0.055	0.016
197109	0.000	0.028	0.046	0.688	0.127	0.089	0.022
197110	0.003	0.004	0.064	0.638	0.123	0.122	0.045
197111	0.005	0.010	0.074	0.634	0.150	0.087	0.041
197112	0.002	0.002	0.022	0.673	0.170	0.079	0.051
197201	0.002	0.002	0.022	0.732	0.127	0.071	0.043
197202	0.002	0.002	0.025	0.767	0.104	0.071	0.029
197203	0.000	0.008	0.152	0.671	0.077	0.063	0.029
197204	0.000	0.046	0.135	0.649	0.089	0.048	0.033
197205	0.003	0.090	0.134	0.623	0.077	0.041	0.031
197206	0.003	0.050	0.170	0.564	0.104	0.059	0.049
197207	0.015	0.044	0.149	0.546	0.121	0.071	0.053
197208	0.018	0.058	0.110	0.577	0.115	0.082	0.040
197209	0.004	0.023	0.068	0.645	0.157	0.081	0.022
197210	0.000	0.000	0.014	0.632	0.182	0.124	0.047
197211	0.000	0.000	0.002	0.535	0.238	0.166	0.060
197212	0.000	0.000	0.000	0.517	0.202	0.184	0.097
197301	0.000	0.000	0.002	0.524	0.230	0.184	0.060
197302	0.000	0.000	0.041	0.490	0.277	0.133	0.059
197303	0.000	0.005	0.054	0.357	0.250	0.203	0.131
197304	0.000	0.019	0.048	0.249	0.261	0.193	0.229
197305	0.000	0.032	0.047	0.305	0.162	0.269	0.185
197306	0.003	0.051	0.044	0.312	0.169	0.239	0.182
197307	0.031	0.033	0.052	0.321	0.159	0.211	0.192
197308	0.045	0.032	0.049	0.477	0.191	0.135	0.072
197309	0.010	0.026	0.006	0.532	0.137	0.143	0.146
197310	0.002	0.034	0.027	0.554	0.142	0.098	0.144
197311	0.000	0.002	0.044	0.554	0.148	0.125	0.126
197312	0.000	0.000	0.052	0.501	0.160	0.145	0.142
197401	0.000	0.000	0.031	0.514	0.149	0.158	0.148
197402	0.000	0.000	0.048	0.559	0.166	0.139	0.088
197403	0.000	0.009	0.085	0.543	0.190	0.133	0.041
197404	0.000	0.018	0.100	0.557	0.195	0.105	0.026
197405	0.000	0.059	0.102	0.572	0.135	0.101	0.032
197406	0.005	0.101	0.093	0.554	0.138	0.073	0.035
197407	0.033	0.058	0.099	0.624	0.110	0.063	0.012
197408	0.010	0.041	0.087	0.576	0.213	0.048	0.025
197409	0.012	0.058	0.107	0.497	0.174	0.096	0.056
197410	0.003	0.016	0.099	0.591	0.124	0.085	0.083
197411	0.003	0.033	0.102	0.577	0.132	0.080	0.074
197412	0.003	0.032	0.096	0.611	0.116	0.086	0.056
197501	0.003	0.016	0.052	0.642	0.141	0.112	0.034
197502	0.003	0.010	0.065	0.611	0.141	0.131	0.040
197503	0.000	0.003	0.034	0.613	0.141	0.135	0.075
197504	0.000	0.001	0.024	0.580	0.216	0.126	0.053
197505	0.000	0.000	0.022	0.590	0.181	0.147	0.060
197506	0.000	0.000	0.031	0.527	0.220	0.139	0.082
197507	0.000	0.000	0.039	0.491	0.195	0.145	0.131
197508	0.000	0.002	0.057	0.494	0.170	0.155	0.122
197509	0.000	0.008	0.044	0.547	0.163	0.117	0.121
197510	0.000	0.011	0.072	0.558	0.135	0.111	0.112
197511	0.000	0.000	0.046	0.668	0.109	0.099	0.079
197512	0.000	0.000	0.047	0.686	0.127	0.079	0.061
197601	0.000	0.023	0.080	0.645	0.118	0.076	0.058
197602	0.000	0.027	0.097	0.688	0.093	0.049	0.046
197603	0.003	0.035	0.109	0.648	0.096	0.065	0.045
197604	0.000	0.025	0.086	0.734	0.070	0.045	0.040
197605	0.017	0.013	0.093	0.731	0.073	0.050	0.024
197606	0.019	0.036	0.100	0.684	0.081	0.045	0.035
197607	0.025	0.027	0.125	0.616	0.121	0.051	0.034
197608	0.041	0.027	0.181	0.510	0.148	0.052	0.041
197609	0.039	0.056	0.096	0.590	0.133	0.058	0.029
197610	0.059	0.034	0.085	0.601	0.115	0.071	0.036
197611	0.084	0.029	0.141	0.613	0.050	0.050	0.032
197612	0.092	0.114	0.168	0.488	0.072	0.039	0.027
197701	0.147	0.131	0.121	0.481	0.072	0.030	0.018
197702	0.172	0.137	0.103	0.521	0.048	0.004	0.015
197703	0.165	0.121	0.083	0.527	0.059	0.036	0.008
197704	0.237	0.068	0.113	0.499	0.037	0.030	0.015
197705	0.181	0.076	0.152	0.563	0.010	0.011	0.008
197706	0.180	0.093	0.178	0.511	0.022	0.006	0.008
197707	0.138	0.146	0.159	0.546	0.003	0.008	0.000
197708	0.073	0.069	0.110	0.687	0.045	0.007	0.009
197709	0.049	0.069	0.111	0.653	0.086	0.016	0.016
197710	0.056	0.059	0.097	0.609	0.105	0.050	0.024
197711	0.043	0.071	0.071	0.564	0.123	0.105	0.023
197712	0.018	0.047	0.124	0.544	0.140	0.099	0.028
197801	0.000	0.039	0.071	0.598	0.151	0.096	0.044
197802	0.000	0.032	0.046	0.665	0.193	0.045	0.019
197803	0.000	0.009	0.100	0.657	0.132	0.089	0.013
197804	0.000	0.021	0.122	0.580	0.138	0.074	0.066
197805	0.000	0.013	0.073	0.597	0.114	0.118	0.085
197806	0.000	0.019	0.053	0.640	0.125	0.098	0.066
197807	0.016	0.035	0.062	0.573	0.137	0.059	0.118
197808	0.000	0.047	0.072	0.563	0.141	0.072	0.106
197809	0.003	0.047	0.051	0.563	0.149	0.080	0.107
197810	0.004	0.044	0.100	0.637	0.093	0.047	0.075
197811	0.000	0.010	0.054	0.679	0.101	0.065	0.091
197812	0.000	0.013	0.061	0.617	0.140	0.078	0.091
197901	0.000	0.005	0.039	0.570	0.147	0.122	0.116
197902	0.000	0.000	0.014	0.597	0.139	0.144	0.106
197903	0.000	0.002	0.020	0.587	0.152	0.105	0.134
197904	0.000	0.002	0.020	0.495	0.248	0.121	0.114
197905	0.000	0.005	0.020	0.493	0.227	0.146	0.108
197906	0.002	0.003	0.036	0.556	0.176	0.125	0.100
197907	0.002	0.025	0.027	0.511	0.190	0.142	0.103
197908	0.000	0.000	0.038	0.490	0.204	0.127	0.141
197909	0.000	0.016	0.045	0.575	0.126	0.127	0.111
197910	0.000	0.006	0.056	0.601	0.164	0.095	0.077
197911	0.000	0.019	0.051	0.598	0.135	0.121	0.077
197912	0.000	0.030	0.052	0.696	0.143	0.048	0.033
198001	0.008	0.017	0.026	0.706	0.158	0.068	0.018
198002	0.008	0.018	0.046	0.689	0.115	0.083	0.040
198003	0.000	0.022	0.025	0.632	0.158	0.098	0.064
198004	0.000	0.027	0.077	0.640	0.093	0.084	0.079
198005	0.019	0.033	0.071	0.572	0.111	0.074	0.119
198006	0.035	0.037	0.076	0.646	0.077	0.041	0.088
198007	0.055	0.049	0.153	0.549	0.059	0.058	0.076
198008	0.017	0.071	0.164	0.570	0.089	0.061	0.028
198009	0.014	0.064	0.159	0.561	0.093	0.057	0.052
198010	0.000	0.038	0.180	0.651	0.082	0.025	0.025
198011	0.003	0.050	0.197	0.660	0.064	0.020	0.005
198012	0.008	0.060	0.318	0.533	0.056	0.021	0.003
198101	0.020	0.153	0.287	0.488	0.048	0.001	0.002
198102	0.024	0.121	0.324	0.453	0.070	0.004	0.002
198103	0.037	0.138	0.220	0.562	0.041	0.002	0.000
198104	0.101	0.145	0.235	0.456	0.048	0.015	0.000
198105	0.035	0.106	0.170	0.596	0.055	0.038	0.000
198106	0.045	0.113	0.176	0.527	0.079	0.042	0.018
198107	0.039	0.091	0.165	0.510	0.119	0.053	0.023
198108	0.014	0.100	0.140	0.553	0.102	0.076	0.016
198109	0.026	0.099	0.115	0.566	0.137	0.043	0.015
198110	0.000	0.063	0.095	0.574	0.154	0.096	0.017
198111	0.000	0.076	0.105	0.628	0.120	0.068	0.004
198112	0.000	0.049	0.098	0.630	0.176	0.039	0.008
198201	0.000	0.024	0.094	0.618	0.183	0.063	0.019
198202	0.000	0.028	0.083	0.654	0.156	0.068	0.010
198203	0.000	0.009	0.094	0.658	0.132	0.086	0.019
198204	0.003	0.024	0.066	0.700	0.096	0.084	0.026
198205	0.003	0.007	0.050	0.650	0.192	0.083	0.016
198206	0.003	0.003	0.047	0.599	0.212	0.124	0.014
198207	0.000	0.019	0.028	0.565	0.184	0.156	0.048
198208	0.003	0.012	0.015	0.618	0.181	0.117	0.055
198209	0.000	0.000	0.041	0.560	0.178	0.091	0.130
198210	0.000	0.003	0.042	0.540	0.150	0.105	0.160
198211	0.000	0.000	0.008	0.540	0.165	0.132	0.155
198212	0.000	0.001	0.016	0.459	0.148	0.178	0.199
198301	0.000	0.000	0.014	0.538	0.120	0.178	0.150
198302	0.000	0.000	0.013	0.502	0.164	0.170	0.152
198303	0.000	0.000	0.007	0.403	0.231	0.115	0.245
198304	0.000	0.000	0.000	0.375	0.174	0.172	0.280
198305	0.000	0.000	0.000	0.385	0.139	0.182	0.293
198306	0.000	0.000	0.001	0.437	0.118	0.137	0.306
198307	0.000	0.000	0.000	0.510	0.115	0.094	0.280
198308	0.000	0.000	0.088	0.461	0.095	0.086	0.270
198309	0.000	0.002	0.161	0.402	0.091	0.081	0.263
198310	0.000	0.002	0.032	0.546	0.116	0.084	0.220
198311	0.000	0.000	0.009	0.495	0.145	0.095	0.257
198312	0.000	0.000	0.007	0.445	0.177	0.130	0.240
198401	0.000	0.000	0.009	0.576	0.148	0.098	0.168
198402	0.000	0.000	0.009	0.570	0.186	0.091	0.144
198403	0.000	0.000	0.035	0.532	0.199	0.099	0.135
198404	0.000	0.020	0.043	0.457	0.193	0.103	0.185
198405	0.000	0.032	0.051	0.412	0.203	0.131	0.170
198406	0.020	0.016	0.055	0.483	0.146	0.097	0.183
198407	0.012	0.024	0.044	0.487	0.126	0.108	0.198
198408	0.007	0.041	0.045	0.531	0.115	0.082	0.178
198409	0.007	0.046	0.074	0.577	0.074	0.071	0.151
198410	0.007	0.005	0.015	0.552	0.131	0.115	0.175
198411	0.000	0.013	0.023	0.555	0.141	0.108	0.160
198412	0.000	0.008	0.053	0.552	0.145	0.103	0.138
198501	0.000	0.019	0.074	0.567	0.125	0.098	0.117
198502	0.000	0.009	0.088	0.538	0.153	0.101	0.110
198503	0.000	0.015	0.112	0.476	0.153	0.136	0.108
198504	0.001	0.046	0.138	0.490	0.141	0.100	0.083
198505	0.001	0.055	0.150	0.515	0.117	0.091	0.072
198506	0.015	0.044	0.173	0.517	0.064	0.099	0.088
198507	0.015	0.065	0.156	0.506	0.079	0.101	0.079
198508	0.010	0.037	0.104	0.603	0.081	0.138	0.027
198509	0.000	0.003	0.048	0.626	0.100	0.156	0.067
198510	0.000	0.003	0.037	0.581	0.140	0.120	0.120
198511	0.000	0.000	0.021	0.515	0.154	0.143	0.167
198512	0.000	0.004	0.040	0.627	0.079	0.143	0.106
198601	0.000	0.004	0.030	0.683	0.145	0.069	0.069
198602	0.000	0.002	0.043	0.593	0.207	0.080	0.075
198603	0.000	0.011	0.075	0.669	0.147	0.054	0.044
198604	0.006	0.033	0.155	0.613	0.092	0.053	0.048
198605	0.006	0.042	0.126	0.638	0.095	0.052	0.041
198606	0.017	0.066	0.090	0.650	0.073	0.065	0.038
198607	0.036	0.069	0.091	0.579	0.111	0.063	0.052
198608	0.022	0.053	0.089	0.571	0.150	0.054	0.062
198609	0.020	0.029	0.100	0.449	0.189	0.095	0.117
198610	0.010	0.030	0.038	0.523	0.125	0.129	0.144
198611	0.004	0.014	0.038	0.569	0.129	0.088	0.158
198612	0.000	0.002	0.074	0.566	0.120	0.098	0.140
198701	0.000	0.005	0.102	0.544	0.156	0.070	0.124
198702	0.000	0.028	0.108	0.503	0.096	0.128	0.138
198703	0.002	0.031	0.107	0.488	0.120	0.077	0.176
198704	0.021	0.064	0.131	0.573	0.059	0.062	0.090
198705	0.019	0.060	0.167	0.528	0.046	0.058	0.123
198706	0.037	0.071	0.224	0.434	0.055	0.050	0.129
198707	0.028	0.039	0.196	0.507	0.052	0.050	0.127
198708	0.027	0.034	0.216	0.461	0.074	0.060	0.128
198709	0.031	0.096	0.153	0.561	0.064	0.033	0.063
198710	0.016	0.123	0.189	0.536	0.044	0.040	0.052
198711	0.048	0.083	0.169	0.546	0.064	0.043	0.047
198712	0.027	0.059	0.187	0.506	0.107	0.062	0.052
198801	0.029	0.047	0.148	0.605	0.065	0.077	0.029
198802	0.044	0.088	0.133	0.617	0.035	0.066	0.018
198803	0.061	0.088	0.140	0.582	0.071	0.041	0.016
198804	0.032	0.111	0.193	0.524	0.058	0.059	0.022
198805	0.040	0.134	0.223	0.488	0.044	0.052	0.018
198806	0.136	0.189	0.217	0.344	0.041	0.032	0.041
198807	0.201	0.157	0.143	0.394	0.032	0.027	0.046
198808	0.215	0.124	0.154	0.384	0.044	0.041	0.038
198809	0.185	0.094	0.163	0.452	0.037	0.031	0.038
198810	0.205	0.077	0.148	0.535	0.030	0.005	0.000
198811	0.122	0.099	0.138	0.585	0.043	0.013	0.000
198812	0.125	0.103	0.134	0.596	0.032	0.009	0.000
198901	0.083	0.109	0.190	0.588	0.024	0.006	0.000
198902	0.065	0.148	0.156	0.565	0.047	0.008	0.011
198903	0.050	0.077	0.192	0.622	0.041	0.012	0.007
198904	0.072	0.080	0.258	0.538	0.040	0.013	0.000
198905	0.083	0.087	0.245	0.513	0.063	0.008	0.000
198906	0.084	0.144	0.170	0.370	0.157	0.066	0.008
198907	0.123	0.105	0.187	0.343	0.127	0.084	0.032
198908	0.090	0.119	0.142	0.405	0.122	0.093	0.028
198909	0.068	0.130	0.123	0.454	0.076	0.097	0.051
198910	0.059	0.125	0.162	0.426	0.096	0.092	0.042
198911	0.080	0.142	0.162	0.433	0.082	0.066	0.036
198912	0.096	0.157	0.176	0.407	0.085	0.056	0.023
199001	0.112	0.131	0.158	0.448	0.068	0.069	0.014
199002	0.103	0.114	0.148	0.460	0.090	0.057	0.028
199003	0.088	0.121	0.135	0.508	0.081	0.042	0.026
199004	0.096	0.121	0.105	0.550	0.078	0.041	0.010
199005	0.085	0.084	0.126	0.490	0.106	0.081	0.027
199006	0.098	0.121	0.117	0.497	0.127	0.038	0.002
199007	0.103	0.065	0.106	0.550	0.111	0.062	0.004
199008	0.094	0.049	0.162	0.503	0.131	0.050	0.012
199009	0.100	0.092	0.130	0.539	0.094	0.040	0.005
199010	0.069	0.125	0.102	0.506	0.111	0.052	0.036
199011	0.070	0.130	0.087	0.553	0.085	0.050	0.025
199012	0.087	0.114	0.091	0.487	0.106	0.060	0.056
199101	0.106	0.086	0.082	0.554	0.099	0.055	0.018
199102	0.134	0.043	0.150	0.544	0.091	0.027	0.011
199103	0.071	0.077	0.114	0.581	0.108	0.035	0.013
199104	0.036	0.069	0.114	0.589	0.133	0.037	0.022
199105	0.007	0.039	0.154	0.597	0.114	0.052	0.036
199106	0.004	0.046	0.160	0.568	0.144	0.057	0.020
199107	0.024	0.060	0.154	0.555	0.116	0.064	0.026
199108	0.029	0.066	0.163	0.518	0.134	0.070	0.020
199109	0.021	0.074	0.124	0.579	0.090	0.086	0.026
199110	0.025	0.065	0.085	0.630	0.095	0.092	0.008
199111	0.019	0.040	0.071	0.648	0.112	0.084	0.025
199112	0.022	0.033	0.063	0.629	0.115	0.054	0.084
199201	0.021	0.049	0.129	0.569	0.067	0.072	0.093
199202	0.023	0.042	0.126	0.575	0.083	0.045	0.107
199203	0.035	0.069	0.103	0.516	0.121	0.066	0.090
199204	0.044	0.069	0.139	0.509	0.088	0.073	0.077
199205	0.090	0.077	0.113	0.506	0.053	0.052	0.110
199206	0.088	0.084	0.082	0.511	0.058	0.041	0.138
199207	0.069	0.042	0.054	0.502	0.133	0.056	0.144
199208	0.069	0.045	0.044	0.476	0.121	0.073	0.172
199209	0.074	0.044	0.063	0.464	0.131	0.104	0.120
199210	0.049	0.044	0.044	0.553	0.130	0.111	0.069
199211	0.023	0.030	0.065	0.436	0.181	0.158	0.107
199212	0.016	0.024	0.051	0.498	0.129	0.141	0.141
199301	0.000	0.033	0.059	0.405	0.163	0.155	0.185
199302	0.014	0.013	0.053	0.451	0.127	0.148	0.194
199303	0.006	0.025	0.045	0.411	0.149	0.180	0.184
199304	0.000	0.000	0.029	0.471	0.135	0.200	0.165
199305	0.000	0.000	0.020	0.527	0.149	0.145	0.160
199306	0.000	0.000	0.003	0.484	0.141	0.154	0.217
199307	0.000	0.000	0.030	0.427	0.133	0.153	0.258
199308	0.000	0.007	0.078	0.365	0.158	0.079	0.313
199309	0.000	0.010	0.053	0.537	0.065	0.091	0.243
199310	0.000	0.003	0.045	0.521	0.114	0.079	0.238
199311	0.000	0.002	0.051	0.523	0.104	0.089	0.231
199312	0.000	0.005	0.051	0.601	0.092	0.063	0.189
199401	0.000	0.008	0.097	0.556	0.085	0.082	0.172
199402	0.000	0.007	0.085	0.586	0.066	0.108	0.148
199403	0.000	0.030	0.126	0.535	0.111	0.109	0.089
199404	0.005	0.043	0.086	0.578	0.096	0.076	0.116
199405	0.002	0.048	0.081	0.670	0.064	0.089	0.046
199406	0.006	0.086	0.117	0.573	0.099	0.089	0.030
199407	0.036	0.093	0.142	0.468	0.129	0.078	0.053
199408	0.041	0.112	0.141	0.438	0.110	0.098	0.060
199409	0.052	0.112	0.126	0.487	0.102	0.076	0.044
199410	0.026	0.047	0.084	0.554	0.157	0.054	0.078
199411	0.006	0.031	0.052	0.634	0.138	0.058	0.081
199412	0.006	0.034	0.054	0.625	0.135	0.081	0.065
199501	0.000	0.014	0.051	0.574	0.185	0.134	0.043
199502	0.000	0.014	0.070	0.674	0.136	0.066	0.040
199503	0.000	0.020	0.056	0.609	0.172	0.072	0.070
199504	0.000	0.007	0.055	0.582	0.166	0.125	0.064
199505	0.000	0.007	0.035	0.436	0.192	0.158	0.171
199506	0.000	0.004	0.048	0.430	0.152	0.125	0.240
199507	0.000	0.012	0.047	0.469	0.082	0.133	0.257
199508	0.000	0.038	0.058	0.479	0.065	0.110	0.250
199509	0.000	0.021	0.071	0.534	0.060	0.101	0.214
199510	0.000	0.016	0.017	0.628	0.089	0.103	0.147
199511	0.000	0.023	0.033	0.583	0.125	0.113	0.122
199512	0.004	0.007	0.070	0.574	0.133	0.089	0.123
199601	0.004	0.024	0.074	0.484	0.164	0.095	0.154
199602	0.004	0.033	0.144	0.417	0.153	0.108	0.140
199603	0.004	0.075	0.110	0.451	0.122	0.132	0.106
199604	0.015	0.066	0.159	0.382	0.161	0.134	0.082
199605	0.063	0.127	0.069	0.323	0.133	0.152	0.133
199606	0.054	0.094	0.052	0.407	0.149	0.144	0.101
199607	0.060	0.065	0.036	0.431	0.142	0.149	0.118
199608	0.056	0.037	0.022	0.486	0.228	0.116	0.056
199609	0.026	0.024	0.035	0.460	0.227	0.123	0.105
199610	0.007	0.031	0.021	0.482	0.228	0.125	0.106
199611	0.007	0.023	0.024	0.414	0.238	0.156	0.137
199612	0.009	0.019	0.029	0.396	0.178	0.191	0.179
199701	0.004	0.023	0.027	0.416	0.170	0.175	0.184
199702	0.004	0.021	0.032	0.413	0.215	0.197	0.117
199703	0.020	0.011	0.026	0.488	0.228	0.119	0.108
199704	0.023	0.008	0.032	0.444	0.208	0.165	0.120
199705	0.023	0.027	0.014	0.451	0.252	0.146	0.086
199706	0.023	0.032	0.008	0.437	0.217	0.157	0.127
199707	0.032	0.030	0.001	0.457	0.203	0.152	0.125
199708	0.027	0.035	0.001	0.474	0.167	0.163	0.133
199709	0.006	0.027	0.002	0.526	0.183	0.140	0.117
199710	0.006	0.028	0.008	0.516	0.178	0.134	0.131
199711	0.006	0.007	0.016	0.573	0.206	0.102	0.089
199712	0.007	0.003	0.019	0.568	0.180	0.147	0.076
199801	0.004	0.004	0.010	0.517	0.223	0.151	0.091
199802	0.000	0.007	0.014	0.459	0.231	0.171	0.118
199803	0.000	0.000	0.031	0.410	0.236	0.189	0.133
199804	0.000	0.002	0.020	0.530	0.199	0.156	0.093
199805	0.000	0.007	0.024	0.592	0.162	0.085	0.131
199806	0.000	0.005	0.128	0.402	0.169	0.131	0.165
199807	0.000	0.069	0.100	0.368	0.160	0.100	0.203
199808	0.003	0.063	0.117	0.432	0.133	0.077	0.176
199809	0.007	0.077	0.059	0.550	0.118	0.049	0.139
199810	0.006	0.024	0.092	0.509	0.138	0.093	0.140
199811	0.008	0.052	0.103	0.495	0.131	0.091	0.120
199812	0.018	0.056	0.096	0.535	0.137	0.075	0.082
199901	0.004	0.013	0.084	0.606	0.112	0.104	0.078
199902	0.004	0.036	0.088	0.584	0.124	0.091	0.073
199903	0.004	0.026	0.148	0.621	0.101	0.059	0.040
199904	0.004	0.045	0.098	0.583	0.107	0.083	0.079
199905	0.003	0.051	0.142	0.515	0.089	0.097	0.103
199906	0.002	0.039	0.129	0.534	0.088	0.077	0.131
199907	0.011	0.045	0.113	0.541	0.084	0.072	0.133
199908	0.013	0.059	0.122	0.519	0.083	0.094	0.110
199909	0.006	0.036	0.137	0.568	0.061	0.084	0.108
199910	0.003	0.041	0.155	0.665	0.037	0.022	0.076
199911	0.010	0.108	0.226	0.559	0.036	0.026	0.035
199912	0.023	0.120	0.309	0.461	0.049	0.008	0.031
200001	0.018	0.140	0.284	0.476	0.035	0.025	0.021
200002	0.022	0.186	0.228	0.483	0.040	0.021	0.021
200003	0.040	0.126	0.275	0.491	0.024	0.019	0.026
200004	0.059	0.133	0.235	0.487	0.047	0.015	0.024
200005	0.085	0.146	0.224	0.460	0.043	0.020	0.022
200006	0.063	0.157	0.209	0.462	0.060	0.030	0.018
200007	0.118	0.180	0.142	0.438	0.062	0.038	0.022
200008	0.181	0.202	0.141	0.365	0.051	0.036	0.023
200009	0.176	0.198	0.146	0.368	0.062	0.027	0.022
200010	0.054	0.132	0.158	0.546	0.059	0.040	0.012
200011	0.006	0.107	0.153	0.552	0.099	0.043	0.039
200012	0.044	0.076	0.180	0.534	0.099	0.040	0.027
200101	0.042	0.118	0.129	0.515	0.108	0.066	0.022
200102	0.049	0.123	0.070	0.516	0.124	0.091	0.028
200103	0.075	0.086	0.099	0.520	0.112	0.075	0.034
200104	0.058	0.093	0.142	0.525	0.072	0.095	0.016
200105	0.111	0.078	0.124	0.496	0.103	0.066	0.022
200106	0.125	0.047	0.104	0.560	0.065	0.072	0.025
200107	0.122	0.062	0.110	0.544	0.086	0.044	0.032
200108	0.134	0.056	0.115	0.584	0.075	0.023	0.014
200109	0.148	0.038	0.112	0.590	0.077	0.030	0.004
200110	0.137	0.076	0.137	0.511	0.066	0.064	0.010
200111	0.128	0.078	0.146	0.531	0.057	0.054	0.006
200112	0.107	0.137	0.120	0.525	0.053	0.041	0.017
200201	0.105	0.125	0.144	0.524	0.064	0.037	0.000
200202	0.125	0.142	0.123	0.536	0.067	0.007	0.000
200203	0.123	0.114	0.165	0.503	0.054	0.042	0.000
200204	0.142	0.129	0.174	0.463	0.075	0.018	0.000
200205	0.172	0.122	0.177	0.429	0.054	0.034	0.012
200206	0.220	0.123	0.181	0.410	0.050	0.015	0.002
200207	0.264	0.131	0.113	0.422	0.053	0.016	0.001
200208	0.248	0.138	0.115	0.413	0.051	0.026	0.009
200209	0.212	0.126	0.128	0.459	0.042	0.023	0.011
200210	0.153	0.123	0.124	0.468	0.062	0.037	0.034
200211	0.160	0.106	0.127	0.498	0.050	0.040	0.019
200212	0.123	0.141	0.117	0.432	0.108	0.049	0.030
200301	0.146	0.131	0.120	0.527	0.046	0.015	0.014
200302	0.085	0.143	0.130	0.498	0.103	0.024	0.017
200303	0.097	0.093	0.143	0.566	0.082	0.009	0.010
200304	0.077	0.092	0.137	0.571	0.099	0.015	0.009
200305	0.062	0.091	0.128	0.569	0.096	0.037	0.016
200306	0.077	0.089	0.088	0.546	0.078	0.092	0.031
200307	0.113	0.101	0.107	0.478	0.070	0.064	0.068
200308	0.127	0.105	0.161	0.397	0.065	0.078	0.066
200309	0.104	0.130	0.156	0.410	0.039	0.049	0.111
200310	0.140	0.133	0.139	0.404	0.029	0.065	0.090
200311	0.105	0.100	0.158	0.461	0.036	0.048	0.093
200312	0.056	0.120	0.154	0.496	0.050	0.046	0.078
200401	0.045	0.149	0.120	0.547	0.046	0.030	0.062
200402	0.028	0.101	0.127	0.601	0.059	0.055	0.029
200403	0.081	0.107	0.128	0.575	0.065	0.030	0.014
200404	0.063	0.117	0.141	0.537	0.092	0.032	0.018
200405	0.081	0.085	0.133	0.524	0.106	0.046	0.024
200406	0.091	0.098	0.088	0.509	0.116	0.064	0.034
200407	0.098	0.095	0.098	0.459	0.131	0.081	0.038
200408	0.079	0.099	0.055	0.408	0.204	0.110	0.045
200409	0.039	0.068	0.045	0.497	0.161	0.109	0.081
200410	0.007	0.022	0.028	0.522	0.233	0.091	0.098
200411	0.007	0.026	0.034	0.431	0.213	0.119	0.170
200412	0.007	0.026	0.044	0.490	0.152	0.131	0.150
200501	0.009	0.038	0.052	0.386	0.191	0.105	0.219
200502	0.030	0.046	0.051	0.417	0.147	0.129	0.179
200503	0.038	0.050	0.022	0.503	0.135	0.101	0.151
200504	0.019	0.031	0.029	0.555	0.139	0.082	0.147
200505	0.015	0.014	0.033	0.558	0.140	0.088	0.152
200506	0.015	0.009	0.062	0.453	0.183	0.109	0.169
200507	0.021	0.016	0.064	0.499	0.146	0.109	0.146
200508	0.020	0.019	0.066	0.510	0.126	0.074	0.186
200509	0.020	0.025	0.091	0.627	0.087	0.051	0.099
200510	0.015	0.019	0.108	0.611	0.097	0.061	0.089
200511	0.010	0.039	0.091	0.681	0.082	0.032	0.065
200512	0.025	0.056	0.096	0.601	0.102	0.059	0.062
200601	0.019	0.054	0.148	0.562	0.098	0.035	0.085
200602	0.013	0.117	0.131	0.551	0.086	0.041	0.061
200603	0.017	0.090	0.176	0.541	0.052	0.044	0.080
200604	0.029	0.092	0.200	0.513	0.057	0.013	0.095
200605	0.056	0.172	0.191	0.468	0.030	0.026	0.057
200606	0.137	0.140	0.165	0.421	0.050	0.045	0.043
200607	0.110	0.175	0.181	0.412	0.047	0.035	0.040
200608	0.087	0.129	0.161	0.523	0.045	0.032	0.022
200609	0.063	0.095	0.119	0.560	0.083	0.051	0.029
200610	0.014	0.090	0.112	0.557	0.077	0.084	0.065
200611	0.022	0.101	0.087	0.591	0.082	0.057	0.059
200612	0.015	0.060	0.082	0.625	0.110	0.045	0.063
200701	0.013	0.067	0.118	0.553	0.134	0.061	0.053
200702	0.031	0.047	0.120	0.609	0.092	0.068	0.034
200703	0.051	0.100	0.144	0.485	0.130	0.065	0.026
200704	0.053	0.089	0.150	0.459	0.105	0.103	0.041
200705	0.104	0.123	0.115	0.401	0.098	0.093	0.066
200706	0.131	0.115	0.105	0.398	0.078	0.073	0.099
