key,0,1,2,3,4,5,6,row
193011,0.106,0.072,0.12,0.591,0.052,0.026,0.033,8
193012,0.126,0.099,0.122,0.585,0.034,0.026,0.008,8
193101,0.147,0.099,0.161,0.506,0.048,0.036,0.003,8
193102,0.182,0.081,0.19,0.423,0.075,0.046,0.003,8
193103,0.156,0.094,0.191,0.426,0.053,0.076,0.003,8
193104,0.142,0.116,0.215,0.387,0.062,0.041,0.037,8
193105,0.147,0.146,0.189,0.398,0.041,0.039,0.041,8
193106,0.194,0.152,0.189,0.361,0.035,0.026,0.041,8
193107,0.225,0.126,0.169,0.366,0.045,0.036,0.034,8
193108,0.224,0.094,0.172,0.389,0.039,0.02,0.062,8
193109,0.183,0.127,0.218,0.357,0.069,0.009,0.037,8
193110,0.176,0.122,0.197,0.415,0.053,0.013,0.025,8
193111,0.123,0.153,0.119,0.482,0.057,0.037,0.029,8
193112,0.091,0.102,0.094,0.572,0.066,0.039,0.037,8
193201,0.056,0.086,0.103,0.508,0.158,0.049,0.039,8
193202,0.054,0.091,0.075,0.539,0.121,0.057,0.062,8
193203,0.031,0.07,0.062,0.656,0.081,0.064,0.036,8
193204,0.026,0.058,0.104,0.663,0.068,0.049,0.032,8
193205,0.023,0.062,0.102,0.679,0.055,0.025,0.054,8
193206,0.009,0.063,0.104,0.664,0.068,0.038,0.054,8
193207,0.019,0.066,0.117,0.62,0.074,0.036,0.068,8
193208,0.017,0.072,0.107,0.603,0.095,0.023,0.083,8
193209,0.035,0.09,0.107,0.619,0.04,0.03,0.079,8
193210,0.013,0.05,0.117,0.649,0.077,0.025,0.069,8
193211,0.008,0.047,0.126,0.646,0.09,0.06,0.023,8
193212,0.008,0.035,0.116,0.652,0.09,0.058,0.041,8
193301,0.011,0.042,0.086,0.75,0.045,0.062,0.004,8
193302,0.012,0.049,0.094,0.742,0.048,0.055,0,8
193303,0.019,0.042,0.085,0.771,0.075,0.007,0.001,8
193304,0.012,0.006,0.106,0.771,0.082,0.018,0.004,8
193305,0.008,0.01,0.064,0.751,0.133,0.016,0.017,8
193306,0.022,0.04,0.163,0.723,0.028,0.013,0.011,8
193307,0.038,0.076,0.166,0.664,0.036,0.013,0.008,8
193308,0.03,0.085,0.155,0.69,0.023,0.011,0.006,8
193309,0.05,0.086,0.189,0.63,0.034,0.008,0.004,8
193310,0.059,0.072,0.245,0.598,0.022,0.003,0.001,8
193311,0.067,0.138,0.285,0.497,0.01,0.001,0.001,8
193312,0.08,0.161,0.249,0.47,0.027,0.006,0.008,8
193401,0.108,0.186,0.22,0.449,0.016,0.014,0.008,8
193402,0.129,0.164,0.242,0.463,0.001,0,0.001,8
193403,0.162,0.134,0.253,0.444,0.006,0,0.001,8
193404,0.227,0.175,0.235,0.357,0.005,0,0.001,8
193405,0.337,0.169,0.235,0.25,0.007,0.001,0.001,8
193406,0.369,0.193,0.197,0.229,0.005,0.004,0.003,8
193407,0.44,0.186,0.17,0.198,0.005,0.001,0,8
193408,0.467,0.159,0.145,0.223,0.006,0,0,8
193409,0.389,0.156,0.13,0.31,0.015,0.001,0,8
193410,0.395,0.143,0.101,0.349,0.01,0.001,0.001,8
193411,0.336,0.102,0.094,0.444,0.024,0,0,8
193412,0.322,0.115,0.098,0.444,0.021,0,0,8
193501,0.3,0.095,0.098,0.476,0.021,0.009,0,8
193502,0.284,0.127,0.085,0.482,0.023,0,0,8
193503,0.251,0.136,0.056,0.53,0.024,0.003,0,8
193504,0.146,0.148,0.053,0.599,0.049,0.005,0,8
193505,0.057,0.135,0.114,0.517,0.149,0.028,0,8
193506,0.051,0.112,0.142,0.458,0.145,0.071,0.02,8
193507,0.066,0.099,0.123,0.52,0.125,0.051,0.017,8
193508,0.075,0.08,0.127,0.546,0.132,0.025,0.016,8
193509,0.058,0.102,0.16,0.531,0.085,0.046,0.017,8
193510,0.061,0.098,0.185,0.564,0.053,0.027,0.012,8
193511,0.053,0.09,0.184,0.581,0.054,0.025,0.014,8
193512,0.069,0.084,0.201,0.574,0.033,0.026,0.012,8
193601,0.04,0.063,0.119,0.696,0.06,0.008,0.013,8
193602,0.02,0.03,0.148,0.649,0.117,0.034,0.002,8
193603,0.012,0.056,0.15,0.662,0.075,0.04,0.004,8
193604,0.015,0.074,0.189,0.628,0.053,0.037,0.004,8
193605,0.029,0.11,0.212,0.606,0.017,0.02,0.006,8
193606,0.072,0.188,0.204,0.487,0.027,0.022,0,8
193607,0.188,0.194,0.168,0.406,0.012,0.013,0.019,8
193608,0.277,0.15,0.126,0.398,0.016,0.026,0.007,8
193609,0.208,0.12,0.114,0.496,0.044,0,0.019,8
193610,0.181,0.107,0.111,0.501,0.075,0.006,0.019,8
193611,0.203,0.112,0.133,0.515,0.018,0,0.019,8
193612,0.163,0.115,0.11,0.533,0.058,0.009,0.012,8
193701,0.119,0.101,0.115,0.446,0.145,0.058,0.016,8
193702,0.097,0.105,0.084,0.565,0.108,0.037,0.005,8
193703,0.095,0.083,0.106,0.583,0.077,0.04,0.016,8
193704,0.076,0.075,0.09,0.642,0.069,0.048,0,8
193705,0.107,0.069,0.073,0.651,0.061,0.02,0.02,8
193706,0.083,0.069,0.132,0.551,0.109,0.035,0.021,8
193707,0.091,0.071,0.114,0.577,0.078,0.023,0.048,8
193708,0.12,0.057,0.111,0.599,0.044,0.047,0.022,8
193709,0.121,0.064,0.131,0.584,0.043,0.043,0.014,8
193710,0.112,0.069,0.069,0.61,0.094,0.03,0.016,8
193711,0.099,0.078,0.077,0.647,0.06,0.037,0.003,8
193712,0.07,0.075,0.086,0.695,0.038,0.036,0,8
193801,0.062,0.084,0.058,0.716,0.058,0.021,0,8
193802,0.041,0.07,0.086,0.642,0.136,0.023,0.002,8
193803,0.046,0.053,0.111,0.585,0.1,0.068,0.037,8
193804,0.032,0.053,0.073,0.683,0.076,0.058,0.025,8
193805,0.009,0.018,0.086,0.731,0.082,0.047,0.027,8
193806,0.009,0.028,0.068,0.707,0.112,0.039,0.037,8
193807,0.009,0.024,0.052,0.64,0.182,0.057,0.037,8
193808,0.027,0.018,0.092,0.704,0.084,0.033,0.042,8
193809,0.013,0.033,0.112,0.642,0.096,0.047,0.057,8
193810,0.025,0.065,0.145,0.615,0.074,0.039,0.038,8
193811,0.018,0.064,0.147,0.639,0.069,0.037,0.026,8
193812,0.02,0.078,0.189,0.593,0.066,0.031,0.023,8
193901,0.013,0.062,0.163,0.645,0.072,0.02,0.025,8
193902,0.008,0.036,0.129,0.653,0.111,0.055,0.008,8
193903,0.011,0.041,0.154,0.699,0.053,0.041,0,8
193904,0.013,0.066,0.177,0.649,0.059,0.034,0.002,8
193905,0.035,0.091,0.161,0.673,0.021,0.019,0,8
193906,0.029,0.1,0.157,0.647,0.035,0.028,0.003,8
193907,0.06,0.081,0.196,0.614,0.025,0.024,0,8
193908,0.078,0.097,0.188,0.571,0.037,0.029,0,8
193909,0.084,0.121,0.236,0.505,0.015,0.004,0.036,8
193910,0.086,0.162,0.185,0.552,0.006,0,0.009,8
193911,0.123,0.197,0.263,0.408,0,0.005,0.004,8
193912,0.145,0.191,0.285,0.374,0,0,0.004,8
194001,0.117,0.227,0.224,0.424,0.004,0,0.004,7
194002,0.077,0.149,0.237,0.476,0.057,0,0.004,7
194003,0.067,0.167,0.213,0.489,0.048,0.011,0.004,7
194004,0.041,0.096,0.124,0.676,0.058,0.002,0.004,7
194005,0.055,0.09,0.166,0.663,0.021,0,0.004,7
194006,0.074,0.092,0.178,0.589,0.061,0.002,0.004,7
194007,0.08,0.138,0.192,0.508,0.062,0.015,0.004,7
194008,0.093,0.122,0.149,0.502,0.072,0.049,0.013,7
194009,0.067,0.08,0.143,0.635,0.062,0.003,0.01,7
194010,0.063,0.092,0.13,0.665,0.034,0.005,0.01,7
194011,0.048,0.052,0.099,0.68,0.062,0.051,0.009,7
194012,0.035,0.06,0.113,0.609,0.117,0.031,0.034,7
194101,0.017,0.072,0.104,0.634,0.107,0.057,0.009,7
194102,0.025,0.09,0.116,0.555,0.119,0.064,0.031,7
194103,0.044,0.099,0.103,0.505,0.103,0.066,0.08,7
194104,0.048,0.056,0.16,0.405,0.087,0.089,0.155,7
194105,0.062,0.117,0.132,0.374,0.048,0.077,0.189,7
194106,0.048,0.072,0.129,0.384,0.069,0.069,0.229,7
194107,0.027,0.062,0.127,0.384,0.094,0.052,0.254,7
194108,0.029,0.062,0.112,0.344,0.112,0.093,0.248,7
194109,0.025,0.061,0.081,0.338,0.121,0.098,0.276,7
194110,0.008,0.079,0.056,0.262,0.172,0.094,0.329,7
194111,0.032,0.075,0.054,0.311,0.167,0.085,0.276,7
194112,0.036,0.05,0.051,0.315,0.17,0.119,0.259,7
194201,0.033,0.066,0.044,0.389,0.199,0.078,0.191,7
194202,0.017,0.069,0.051,0.396,0.188,0.097,0.181,7
194203,0,0.05,0.065,0.465,0.185,0.059,0.176,7
194204,0.024,0.045,0.063,0.443,0.14,0.068,0.216,7
194205,0.017,0.029,0.038,0.483,0.105,0.134,0.194,7
194206,0.009,0.018,0.022,0.441,0.15,0.175,0.185,7
194207,0.013,0.013,0.02,0.47,0.166,0.157,0.161,7
194208,0.002,0.015,0.019,0.495,0.19,0.111,0.169,7
194209,0.002,0.008,0.029,0.493,0.199,0.116,0.153,7
194210,0,0.005,0.057,0.562,0.117,0.107,0.152,7
194211,0.002,0.008,0.07,0.526,0.19,0.099,0.105,7
194212,0,0.018,0.058,0.503,0.183,0.129,0.108,7
194301,0.002,0.012,0.065,0.567,0.164,0.122,0.067,7
194302,0.002,0.027,0.093,0.583,0.143,0.095,0.057,7
194303,0,0.011,0.066,0.614,0.146,0.102,0.06,7
194304,0,0.016,0.073,0.651,0.17,0.064,0.027,7
194305,0.008,0.014,0.09,0.578,0.165,0.101,0.044,7
194306,0.005,0.018,0.087,0.562,0.134,0.151,0.045,7
194307,0.014,0.036,0.091,0.573,0.124,0.108,0.055,7
194308,0.011,0.057,0.107,0.587,0.124,0.069,0.045,7
194309,0.005,0.048,0.126,0.704,0.069,0.028,0.02,7
194310,0.006,0.036,0.165,0.664,0.081,0.033,0.015,7
194311,0.005,0.048,0.183,0.674,0.059,0.017,0.014,7
194312,0.004,0.059,0.174,0.691,0.056,0.016,0,7
194401,0.021,0.06,0.185,0.644,0.077,0.013,0,7
194402,0.009,0.036,0.136,0.74,0.059,0.02,0,7
194403,0.01,0.033,0.111,0.724,0.093,0.029,0,7
194404,0.008,0.012,0.087,0.658,0.147,0.073,0.014,7
194405,0.008,0.02,0.112,0.634,0.124,0.061,0.039,7
194406,0,0.032,0.058,0.624,0.153,0.064,0.069,7
194407,0.012,0.042,0.1,0.555,0.13,0.083,0.079,7
194408,0.005,0.056,0.09,0.558,0.111,0.071,0.11,7
194409,0,0.036,0.112,0.593,0.119,0.09,0.049,7
194410,0.014,0.04,0.14,0.628,0.073,0.084,0.021,7
194411,0.016,0.06,0.083,0.609,0.117,0.051,0.064,7
194412,0.038,0.058,0.087,0.606,0.101,0.085,0.026,7
194501,0.048,0.056,0.092,0.628,0.095,0.053,0.028,7
194502,0.031,0.018,0.029,0.718,0.099,0.087,0.017,7
194503,0.026,0.012,0.05,0.64,0.145,0.095,0.031,7
194504,0.015,0.01,0.03,0.634,0.152,0.121,0.037,7
194505,0.004,0.024,0.021,0.652,0.134,0.134,0.031,7
194506,0.004,0.014,0.062,0.535,0.171,0.107,0.107,7
194507,0,0.009,0.043,0.518,0.171,0.139,0.12,7
194508,0,0.009,0.032,0.557,0.119,0.115,0.167,7
194509,0,0.011,0.034,0.484,0.158,0.177,0.137,7
194510,0,0,0.047,0.603,0.148,0.08,0.122,7
194511,0,0.008,0.04,0.635,0.139,0.107,0.07,7
194512,0,0.011,0.036,0.649,0.172,0.087,0.045,7
194601,0,0,0.035,0.667,0.181,0.08,0.037,7
194602,0,0,0.065,0.687,0.141,0.074,0.033,7
194603,0,0,0.073,0.722,0.13,0.044,0.031,7
194604,0,0.008,0.134,0.744,0.076,0.029,0.009,7
194605,0,0.02,0.128,0.689,0.083,0.052,0.028,7
194606,0,0.052,0.122,0.672,0.098,0.044,0.012,7
194607,0.007,0.069,0.104,0.657,0.089,0.065,0.01,7
194608,0,0.037,0.107,0.691,0.084,0.07,0.011,7
194609,0.002,0.007,0.101,0.696,0.122,0.06,0.012,7
194610,0,0.009,0.066,0.651,0.139,0.09,0.046,7
194611,0,0.013,0.039,0.559,0.202,0.095,0.092,7
194612,0.001,0.005,0.052,0.598,0.171,0.108,0.065,7
194701,0,0.017,0.04,0.647,0.148,0.113,0.035,7
194702,0,0.021,0.066,0.695,0.13,0.063,0.025,7
194703,0,0.013,0.115,0.651,0.156,0.046,0.019,7
194704,0,0.045,0.083,0.619,0.173,0.054,0.026,7
194705,0.004,0.069,0.06,0.589,0.165,0.079,0.034,7
194706,0,0.056,0.045,0.538,0.138,0.108,0.115,7
194707,0.039,0.037,0.042,0.624,0.097,0.07,0.091,7
194708,0.021,0.022,0.062,0.677,0.083,0.036,0.098,7
194709,0.027,0.027,0.11,0.627,0.081,0.074,0.054,7
194710,0.017,0.04,0.202,0.499,0.123,0.07,0.048,7
194711,0.011,0.033,0.127,0.544,0.133,0.091,0.063,7
194712,0.013,0.048,0.092,0.613,0.118,0.048,0.068,7
194801,0.018,0.056,0.107,0.604,0.112,0.036,0.067,7
194802,0.012,0.05,0.084,0.646,0.103,0.059,0.046,7
194803,0,0.038,0.04,0.718,0.084,0.06,0.06,7
194804,0,0.024,0.064,0.699,0.108,0.052,0.052,7
194805,0.008,0.019,0.079,0.679,0.105,0.06,0.05,7
194806,0.009,0.02,0.078,0.661,0.116,0.065,0.05,7
194807,0.009,0.023,0.112,0.557,0.146,0.087,0.066,7
194808,0.015,0.035,0.118,0.575,0.106,0.093,0.059,7
194809,0.024,0.079,0.088,0.635,0.093,0.033,0.047,7
194810,0.032,0.083,0.103,0.639,0.073,0.041,0.029,7
194811,0.027,0.063,0.131,0.553,0.122,0.062,0.043,7
194812,0.017,0.068,0.096,0.588,0.132,0.055,0.044,7
194901,0.01,0.02,0.038,0.65,0.204,0.064,0.013,7
194902,0.01,0.016,0.041,0.672,0.179,0.065,0.018,7
194903,0,0.022,0.044,0.718,0.154,0.053,0.01,7
194904,0.011,0.01,0.071,0.735,0.153,0.012,0.007,7
194905,0.007,0.018,0.047,0.749,0.144,0.028,0.007,7
194906,0.003,0.014,0.092,0.619,0.177,0.071,0.024,7
194907,0.003,0.014,0.11,0.582,0.163,0.082,0.046,7
194908,0.012,0.039,0.108,0.626,0.135,0.036,0.044,7
194909,0.012,0.03,0.102,0.672,0.121,0.024,0.039,7
194910,0.006,0.034,0.092,0.659,0.133,0.043,0.034,7
194911,0.022,0.048,0.12,0.751,0.045,0.014,0,7
194912,0.019,0.051,0.124,0.737,0.058,0.012,0,7
195001,0.01,0.032,0.075,0.738,0.071,0.05,0.023,6
195002,0.002,0.045,0.122,0.66,0.085,0.052,0.032,6
195003,0,0.019,0.196,0.597,0.104,0.059,0.026,6
195004,0,0.036,0.194,0.592,0.094,0.057,0.027,6
195005,0,0.1,0.151,0.579,0.088,0.044,0.037,6
195006,0.009,0.086,0.147,0.592,0.094,0.035,0.036,6
195007,0.004,0.05,0.068,0.576,0.203,0.058,0.041,6
195008,0.02,0.031,0.144,0.486,0.141,0.125,0.054,6
195009,0.004,0.032,0.133,0.529,0.105,0.11,0.086,6
195010,0.009,0.093,0.106,0.562,0.099,0.096,0.035,6
195011,0.009,0.083,0.118,0.52,0.144,0.082,0.044,6
195012,0.061,0.072,0.125,0.477,0.166,0.078,0.021,6
195101,0.046,0.08,0.132,0.478,0.156,0.077,0.031,6
195102,0.045,0.075,0.124,0.513,0.112,0.101,0.031,6
195103,0.057,0.053,0.132,0.494,0.143,0.092,0.03,6
195104,0.032,0.061,0.119,0.537,0.142,0.098,0.012,6
195105,0.032,0.074,0.109,0.602,0.094,0.073,0.015,6
195106,0.032,0.096,0.124,0.5,0.145,0.064,0.039,6
195107,0.062,0.089,0.116,0.486,0.112,0.088,0.048,6
195108,0.044,0.074,0.118,0.481,0.119,0.078,0.087,6
195109,0.039,0.069,0.117,0.501,0.112,0.066,0.097,6
195110,0.037,0.082,0.087,0.471,0.123,0.084,0.116,6
195111,0.026,0.083,0.056,0.5,0.115,0.112,0.109,6
195112,0.024,0.081,0.037,0.503,0.133,0.114,0.108,6
195201,0.047,0.067,0.04,0.405,0.198,0.144,0.098,6
195202,0.032,0.065,0.069,0.462,0.199,0.103,0.071,6
195203,0.024,0.059,0.074,0.444,0.192,0.137,0.07,6
195204,0.001,0.054,0.066,0.551,0.159,0.126,0.043,6
195205,0,0.041,0.098,0.588,0.137,0.097,0.038,6
195206,0.008,0.072,0.105,0.584,0.13,0.07,0.03,6
195207,0.021,0.083,0.166,0.492,0.106,0.079,0.052,6
195208,0.044,0.058,0.184,0.58,0.065,0.043,0.028,6
195209,0.046,0.095,0.226,0.58,0.015,0.028,0.011,6
195210,0.076,0.146,0.306,0.458,0.015,0.001,0,6
195211,0.049,0.152,0.292,0.493,0.013,0.001,0.001,6
195212,0.018,0.154,0.279,0.531,0.011,0.006,0.001,6
195301,0.017,0.125,0.219,0.609,0.028,0.001,0.002,6
195302,0.017,0.097,0.21,0.655,0.019,0.001,0.001,6
195303,0.01,0.068,0.238,0.646,0.027,0.011,0.001,6
195304,0.007,0.063,0.147,0.724,0.044,0.011,0.004,6
195305,0.032,0.052,0.117,0.644,0.118,0.031,0.006,6
195306,0.072,0.046,0.157,0.568,0.089,0.044,0.023,6
195307,0.062,0.061,0.158,0.539,0.102,0.05,0.028,6
195308,0.077,0.069,0.196,0.496,0.049,0.081,0.031,6
195309,0.11,0.113,0.215,0.471,0.053,0.031,0.007,6
195310,0.104,0.155,0.242,0.423,0.052,0.016,0.007,6
195311,0.121,0.209,0.197,0.415,0.04,0.008,0.011,6
195312,0.122,0.184,0.188,0.421,0.056,0.014,0.014,6
195401,0.113,0.147,0.223,0.453,0.036,0.016,0.013,6
195402,0.136,0.188,0.213,0.403,0.043,0.01,0.007,6
195403,0.132,0.147,0.21,0.462,0.04,0.002,0.007,6
195404,0.104,0.23,0.223,0.373,0.061,0.002,0.007,6
195405,0.12,0.17,0.237,0.421,0.032,0.013,0.007,6
195406,0.137,0.194,0.269,0.298,0.076,0.017,0.01,6
195407,0.219,0.222,0.171,0.307,0.056,0.022,0.003,6
195408,0.239,0.232,0.117,0.276,0.102,0.022,0.011,6
195409,0.336,0.163,0.089,0.301,0.064,0.026,0.022,6
195410,0.256,0.186,0.106,0.343,0.048,0.04,0.022,6
195411,0.279,0.19,0.118,0.347,0.039,0.008,0.02,6
195412,0.245,0.203,0.159,0.337,0.026,0.009,0.02,6
195501,0.218,0.186,0.193,0.371,0.011,0.015,0.006,6
195502,0.122,0.207,0.22,0.412,0.019,0.011,0.01,6
195503,0.139,0.214,0.211,0.382,0.025,0.018,0.011,6
195504,0.107,0.219,0.22,0.44,0.004,0.01,0,6
195505,0.077,0.228,0.223,0.454,0.002,0.009,0.007,6
195506,0.085,0.15,0.296,0.445,0.017,0.007,0,6
195507,0.089,0.126,0.247,0.485,0.036,0.008,0.009,6
195508,0.091,0.099,0.274,0.484,0.039,0.011,0,6
195509,0.078,0.115,0.309,0.477,0.011,0.008,0.002,6
195510,0.091,0.132,0.304,0.428,0.031,0.008,0.007,6
195511,0.088,0.163,0.244,0.442,0.043,0.011,0.009,6
195512,0.086,0.206,0.244,0.351,0.059,0.047,0.008,6
195601,0.088,0.204,0.239,0.317,0.042,0.079,0.031,6
195602,0.088,0.128,0.248,0.386,0.062,0.064,0.025,6
195603,0.111,0.168,0.204,0.391,0.061,0.043,0.022,6
195604,0.12,0.145,0.202,0.435,0.064,0.034,0,6
195605,0.163,0.163,0.143,0.405,0.088,0.027,0.01,6
195606,0.233,0.124,0.147,0.382,0.083,0.021,0.01,6
195607,0.216,0.137,0.119,0.404,0.08,0.032,0.012,6
195608,0.256,0.103,0.138,0.38,0.077,0.025,0.02,6
195609,0.309,0.076,0.139,0.386,0.056,0.023,0.01,6
195610,0.319,0.073,0.154,0.372,0.055,0.014,0.013,6
195611,0.295,0.094,0.151,0.422,0.024,0.013,0,6
195612,0.299,0.124,0.129,0.414,0.031,0.004,0,6
195701,0.235,0.097,0.143,0.49,0.029,0.006,0,6
195702,0.213,0.118,0.133,0.496,0.035,0.002,0.002,6
195703,0.085,0.096,0.153,0.64,0.015,0.01,0.002,6
195704,0.042,0.087,0.063,0.67,0.114,0.025,0,6
195705,0.016,0.042,0.081,0.589,0.144,0.086,0.042,6
195706,0.02,0.041,0.09,0.488,0.179,0.112,0.069,6
195707,0.014,0.044,0.107,0.485,0.18,0.106,0.065,6
195708,0.007,0.071,0.101,0.507,0.184,0.053,0.078,6
195709,0.018,0.05,0.079,0.516,0.183,0.103,0.051,6
195710,0.008,0.032,0.039,0.554,0.155,0.143,0.068,6
195711,0.003,0.015,0.047,0.489,0.18,0.142,0.124,6
195712,0,0.002,0.028,0.591,0.185,0.137,0.057,6
195801,0,0,0.02,0.632,0.159,0.136,0.053,6
195802,0,0,0.022,0.621,0.178,0.098,0.08,6
195803,0,0,0.046,0.536,0.211,0.12,0.087,6
195804,0,0.003,0.041,0.488,0.19,0.194,0.085,6
195805,0.003,0.017,0.078,0.51,0.179,0.155,0.058,6
195806,0.003,0.012,0.026,0.554,0.201,0.127,0.077,6
195807,0.003,0.009,0.043,0.461,0.188,0.177,0.119,6
195808,0.011,0.01,0.065,0.544,0.15,0.145,0.076,6
195809,0.011,0.01,0.078,0.585,0.108,0.148,0.06,6
195810,0.011,0.031,0.083,0.676,0.092,0.069,0.039,6
195811,0.002,0.013,0.089,0.759,0.052,0.067,0.017,6
195812,0.004,0.036,0.101,0.758,0.067,0.02,0.014,6
195901,0.011,0.027,0.144,0.705,0.087,0.019,0.007,6
195902,0.004,0.025,0.125,0.716,0.099,0.02,0.01,6
195903,0.02,0.03,0.174,0.683,0.069,0.019,0.004,6
195904,0.025,0.075,0.214,0.607,0.056,0.022,0.001,6
195905,0.013,0.093,0.177,0.623,0.054,0.04,0,6
195906,0.027,0.11,0.14,0.639,0.059,0.024,0,6
195907,0.079,0.085,0.129,0.622,0.054,0.032,0,6
195908,0.046,0.133,0.104,0.626,0.071,0.02,0,6
195909,0.02,0.074,0.13,0.629,0.114,0.029,0.004,6
195910,0.011,0.036,0.11,0.613,0.126,0.086,0.018,6
195911,0.032,0.048,0.087,0.589,0.162,0.064,0.018,6
195912,0.015,0.061,0.099,0.593,0.168,0.039,0.025,6
196001,0.012,0.067,0.08,0.609,0.154,0.062,0.017,5
196002,0.002,0.071,0.046,0.592,0.18,0.093,0.015,5
196003,0,0.063,0.069,0.657,0.121,0.072,0.018,5
196004,0.004,0.068,0.094,0.678,0.101,0.04,0.014,5
196005,0.017,0.08,0.067,0.642,0.128,0.048,0.018,5
196006,0.037,0.065,0.068,0.689,0.089,0.048,0.004,5
196007,0.082,0.033,0.14,0.572,0.101,0.051,0.021,5
196008,0.071,0.06,0.105,0.6,0.093,0.04,0.031,5
196009,0.084,0.068,0.114,0.617,0.059,0.032,0.026,5
196010,0.062,0.078,0.128,0.606,0.072,0.02,0.034,5
196011,0.022,0.073,0.174,0.63,0.056,0.03,0.014,5
196012,0.017,0.089,0.176,0.613,0.05,0.042,0.014,5
196101,0.042,0.107,0.193,0.562,0.027,0.057,0.012,5
196102,0.047,0.102,0.145,0.57,0.076,0.049,0.012,5
196103,0.054,0.09,0.111,0.609,0.075,0.042,0.019,5
196104,0.034,0.097,0.124,0.608,0.103,0.028,0.005,5
196105,0.033,0.113,0.113,0.618,0.106,0.017,0,5
196106,0.095,0.116,0.079,0.552,0.125,0.034,0,5
196107,0.127,0.087,0.069,0.506,0.153,0.031,0.026,5
196108,0.101,0.045,0.054,0.588,0.135,0.057,0.019,5
196109,0.02,0.04,0.051,0.643,0.124,0.096,0.026,5
196110,0.014,0.045,0.055,0.655,0.143,0.068,0.019,5
196111,0.012,0.034,0.08,0.63,0.098,0.109,0.038,5
196112,0.009,0.035,0.073,0.639,0.131,0.073,0.041,5
196201,0.006,0.052,0.062,0.631,0.135,0.072,0.042,5
196202,0.004,0.024,0.05,0.694,0.127,0.087,0.014,5
196203,0,0.023,0.065,0.74,0.132,0.039,0.002,5
196204,0.002,0.035,0.044,0.831,0.075,0.014,0,5
196205,0.001,0.01,0.092,0.805,0.064,0.028,0,5
196206,0,0.003,0.097,0.743,0.128,0.023,0.006,5
196207,0,0.024,0.069,0.684,0.116,0.069,0.039,5
196208,0,0.05,0.136,0.633,0.076,0.053,0.051,5
196209,0,0.032,0.122,0.699,0.077,0.021,0.049,5
196210,0,0.041,0.104,0.74,0.075,0.031,0.01,5
196211,0,0.05,0.121,0.73,0.076,0.021,0.002,5
196212,0.004,0.034,0.181,0.725,0.044,0.009,0.002,5
196301,0.01,0.069,0.209,0.675,0.029,0.007,0.002,5
196302,0.012,0.043,0.238,0.678,0.025,0.005,0,5
196303,0.012,0.069,0.226,0.683,0.006,0.004,0,5
196304,0.012,0.088,0.211,0.631,0.047,0.008,0.002,5
196305,0.043,0.132,0.187,0.571,0.055,0.012,0,5
196306,0.053,0.112,0.204,0.496,0.089,0.041,0.005,5
196307,0.081,0.107,0.193,0.463,0.109,0.04,0.008,5
196308,0.038,0.16,0.136,0.555,0.078,0.027,0.005,5
196309,0.035,0.135,0.185,0.554,0.054,0.034,0.002,5
196310,0.089,0.201,0.214,0.421,0.06,0.015,0,5
196311,0.085,0.194,0.184,0.443,0.072,0.018,0.002,5
196312,0.121,0.181,0.205,0.468,0.023,0.002,0,5
196401,0.126,0.158,0.197,0.467,0.052,0,0,5
196402,0.128,0.17,0.175,0.482,0.037,0.008,0,5
196403,0.086,0.118,0.205,0.541,0.047,0.002,0,5
196404,0.034,0.069,0.236,0.595,0.047,0.015,0.003,5
196405,0.037,0.083,0.268,0.569,0.036,0.005,0.002,5
196406,0.039,0.13,0.268,0.463,0.084,0.013,0.002,5
196407,0.051,0.175,0.204,0.446,0.09,0.03,0.004,5
196408,0.072,0.107,0.175,0.517,0.063,0.051,0.014,5
196409,0.041,0.123,0.161,0.548,0.086,0.026,0.015,5
196410,0.074,0.136,0.193,0.499,0.048,0.024,0.025,5
196411,0.074,0.105,0.127,0.61,0.049,0.02,0.016,5
196412,0.065,0.095,0.128,0.499,0.127,0.037,0.05,5
196501,0.032,0.099,0.114,0.545,0.118,0.03,0.062,5
196502,0.011,0.078,0.109,0.617,0.107,0.04,0.038,5
196503,0.011,0.064,0.122,0.646,0.079,0.048,0.028,5
196504,0.019,0.037,0.124,0.618,0.138,0.04,0.024,5
196505,0.023,0.04,0.096,0.602,0.172,0.064,0.003,5
196506,0.021,0.039,0.072,0.56,0.159,0.131,0.018,5
196507,0.024,0.044,0.115,0.457,0.141,0.153,0.066,5
196508,0.019,0.035,0.098,0.496,0.147,0.085,0.121,5
196509,0.017,0.032,0.069,0.438,0.135,0.118,0.19,5
196510,0.013,0.04,0.063,0.616,0.089,0.084,0.095,5
196511,0.018,0.033,0.106,0.565,0.138,0.044,0.096,5
196512,0.034,0.037,0.098,0.506,0.127,0.105,0.092,5
196601,0.023,0.028,0.089,0.622,0.095,0.089,0.053,5
196602,0.006,0.034,0.077,0.634,0.124,0.09,0.036,5
196603,0.017,0.035,0.111,0.669,0.095,0.042,0.03,5
196604,0.013,0.029,0.106,0.725,0.071,0.027,0.029,5
196605,0.008,0.07,0.222,0.573,0.064,0.036,0.027,5
196606,0.03,0.101,0.204,0.522,0.086,0.043,0.013,5
196607,0.046,0.108,0.193,0.543,0.059,0.03,0.021,5
196608,0.051,0.103,0.116,0.622,0.067,0.017,0.024,5
196609,0.017,0.069,0.158,0.675,0.043,0.021,0.018,5
