key,0,1,2,3,4,5,6,row
196610,0.013,0.099,0.144,0.688,0.041,0.015,0,5
196611,0.005,0.071,0.135,0.741,0.038,0.01,0,5
196612,0.003,0.046,0.125,0.764,0.061,0.001,0,5
196701,0.003,0.055,0.142,0.711,0.083,0.006,0,5
196702,0.004,0.076,0.166,0.723,0.031,0,0,5
196703,0.02,0.087,0.234,0.631,0.028,0,0,5
196704,0.004,0.108,0.229,0.537,0.085,0.037,0,5
196705,0.018,0.107,0.107,0.654,0.059,0.055,0,5
196706,0.04,0.028,0.092,0.598,0.172,0.05,0.02,5
196707,0.034,0.016,0.062,0.662,0.103,0.1,0.024,5
196708,0.027,0.018,0.058,0.69,0.094,0.09,0.024,5
196709,0.002,0.015,0.069,0.66,0.15,0.059,0.044,5
196710,0.002,0.01,0.073,0.725,0.128,0.053,0.01,5
196711,0.002,0.024,0.108,0.696,0.11,0.047,0.013,5
196712,0.005,0.014,0.074,0.687,0.14,0.059,0.02,5
196801,0.003,0.016,0.061,0.78,0.075,0.049,0.016,5
196802,0.003,0.028,0.074,0.794,0.077,0.014,0.01,5
196803,0.02,0.046,0.101,0.725,0.074,0.026,0.008,5
196804,0.021,0.01,0.094,0.758,0.064,0.045,0.008,5
196805,0.021,0.023,0.047,0.775,0.078,0.043,0.013,5
196806,0.024,0.022,0.063,0.684,0.125,0.063,0.018,5
196807,0.034,0.016,0.076,0.643,0.128,0.081,0.023,5
196808,0,0.016,0.06,0.626,0.149,0.101,0.048,5
196809,0,0.025,0.077,0.626,0.155,0.075,0.042,5
196810,0.001,0.029,0.068,0.672,0.137,0.066,0.026,5
196811,0,0.006,0.051,0.681,0.151,0.086,0.025,5
196812,0,0.001,0.037,0.667,0.154,0.117,0.025,5
196901,0,0.001,0.042,0.547,0.223,0.109,0.078,5
196902,0,0.005,0.03,0.644,0.138,0.11,0.073,5
196903,0,0.007,0.025,0.711,0.144,0.097,0.016,5
196904,0,0.008,0.033,0.719,0.136,0.093,0.011,5
196905,0.001,0.013,0.048,0.738,0.124,0.056,0.02,5
196906,0.001,0.011,0.029,0.687,0.159,0.059,0.054,5
196907,0,0.001,0.021,0.667,0.173,0.077,0.061,5
196908,0,0.001,0.057,0.73,0.167,0.023,0.023,5
196909,0,0.009,0.059,0.737,0.155,0.025,0.015,5
196910,0,0.001,0.027,0.699,0.139,0.097,0.036,5
196911,0,0.001,0.053,0.756,0.108,0.058,0.023,5
196912,0,0.002,0.038,0.758,0.115,0.071,0.017,5
197001,0,0,0.027,0.777,0.117,0.052,0.027,4
197002,0,0,0.074,0.769,0.103,0.051,0.004,4
197003,0,0,0.033,0.786,0.121,0.036,0.024,4
197004,0,0,0.04,0.775,0.14,0.028,0.017,4
197005,0,0,0.075,0.75,0.125,0.039,0.01,4
197006,0,0,0.084,0.748,0.12,0.03,0.017,4
197007,0,0.015,0.066,0.76,0.107,0.029,0.022,4
197008,0,0.014,0.133,0.732,0.07,0.045,0.006,4
197009,0,0.008,0.095,0.732,0.096,0.048,0.022,4
197010,0,0.011,0.049,0.731,0.134,0.049,0.027,4
197011,0,0.004,0.056,0.736,0.131,0.043,0.028,4
197012,0,0.008,0.064,0.746,0.108,0.058,0.018,4
197101,0,0.017,0.106,0.673,0.121,0.061,0.022,4
197102,0,0.013,0.11,0.645,0.126,0.087,0.019,4
197103,0.002,0.068,0.124,0.611,0.115,0.055,0.025,4
197104,0.004,0.076,0.126,0.621,0.118,0.029,0.025,4
197105,0.004,0.098,0.107,0.594,0.127,0.03,0.04,4
197106,0.051,0.087,0.1,0.559,0.126,0.039,0.037,4
197107,0.039,0.09,0.059,0.619,0.119,0.05,0.026,4
197108,0.005,0.024,0.069,0.696,0.135,0.055,0.016,4
197109,0,0.028,0.046,0.688,0.127,0.089,0.022,4
197110,0.003,0.004,0.064,0.638,0.123,0.122,0.045,4
197111,0.005,0.01,0.074,0.634,0.15,0.087,0.041,4
197112,0.002,0.002,0.022,0.673,0.17,0.079,0.051,4
197201,0.002,0.002,0.022,0.732,0.127,0.071,0.043,4
197202,0.002,0.002,0.025,0.767,0.104,0.071,0.029,4
197203,0,0.008,0.152,0.671,0.077,0.063,0.029,4
197204,0,0.046,0.135,0.649,0.089,0.048,0.033,4
197205,0.003,0.09,0.134,0.623,0.077,0.041,0.031,4
197206,0.003,0.05,0.17,0.564,0.104,0.059,0.049,4
197207,0.015,0.044,0.149,0.546,0.121,0.071,0.053,4
197208,0.018,0.058,0.11,0.577,0.115,0.082,0.04,4
197209,0.004,0.023,0.068,0.645,0.157,0.081,0.022,4
197210,0,0,0.014,0.632,0.182,0.124,0.047,4
197211,0,0,0.002,0.535,0.238,0.166,0.06,4
197212,0,0,0,0.517,0.202,0.184,0.097,4
197301,0,0,0.002,0.524,0.23,0.184,0.06,4
197302,0,0,0.041,0.49,0.277,0.133,0.059,4
197303,0,0.005,0.054,0.357,0.25,0.203,0.131,4
197304,0,0.019,0.048,0.249,0.261,0.193,0.229,4
197305,0,0.032,0.047,0.305,0.162,0.269,0.185,4
197306,0.003,0.051,0.044,0.312,0.169,0.239,0.182,4
197307,0.031,0.033,0.052,0.321,0.159,0.211,0.192,4
197308,0.045,0.032,0.049,0.477,0.191,0.135,0.072,4
197309,0.01,0.026,0.006,0.532,0.137,0.143,0.146,4
197310,0.002,0.034,0.027,0.554,0.142,0.098,0.144,4
197311,0,0.002,0.044,0.554,0.148,0.125,0.126,4
197312,0,0,0.052,0.501,0.16,0.145,0.142,4
197401,0,0,0.031,0.514,0.149,0.158,0.148,4
197402,0,0,0.048,0.559,0.166,0.139,0.088,4
197403,0,0.009,0.085,0.543,0.19,0.133,0.041,4
197404,0,0.018,0.1,0.557,0.195,0.105,0.026,4
197405,0,0.059,0.102,0.572,0.135,0.101,0.032,4
197406,0.005,0.101,0.093,0.554,0.138,0.073,0.035,4
197407,0.033,0.058,0.099,0.624,0.11,0.063,0.012,4
197408,0.01,0.041,0.087,0.576,0.213,0.048,0.025,4
197409,0.012,0.058,0.107,0.497,0.174,0.096,0.056,4
197410,0.003,0.016,0.099,0.591,0.124,0.085,0.083,4
197411,0.003,0.033,0.102,0.577,0.132,0.08,0.074,4
197412,0.003,0.032,0.096,0.611,0.116,0.086,0.056,4
197501,0.003,0.016,0.052,0.642,0.141,0.112,0.034,4
197502,0.003,0.01,0.065,0.611,0.141,0.131,0.04,4
197503,0,0.003,0.034,0.613,0.141,0.135,0.075,4
197504,0,0.001,0.024,0.58,0.216,0.126,0.053,4
197505,0,0,0.022,0.59,0.181,0.147,0.06,4
197506,0,0,0.031,0.527,0.22,0.139,0.082,4
197507,0,0,0.039,0.491,0.195,0.145,0.131,4
197508,0,0.002,0.057,0.494,0.17,0.155,0.122,4
197509,0,0.008,0.044,0.547,0.163,0.117,0.121,4
197510,0,0.011,0.072,0.558,0.135,0.111,0.112,4
197511,0,0,0.046,0.668,0.109,0.099,0.079,4
197512,0,0,0.047,0.686,0.127,0.079,0.061,4
197601,0,0.023,0.08,0.645,0.118,0.076,0.058,4
197602,0,0.027,0.097,0.688,0.093,0.049,0.046,4
197603,0.003,0.035,0.109,0.648,0.096,0.065,0.045,4
197604,0,0.025,0.086,0.734,0.07,0.045,0.04,4
197605,0.017,0.013,0.093,0.731,0.073,0.05,0.024,4
197606,0.019,0.036,0.1,0.684,0.081,0.045,0.035,4
197607,0.025,0.027,0.125,0.616,0.121,0.051,0.034,4
197608,0.041,0.027,0.181,0.51,0.148,0.052,0.041,4
197609,0.039,0.056,0.096,0.59,0.133,0.058,0.029,4
197610,0.059,0.034,0.085,0.601,0.115,0.071,0.036,4
197611,0.084,0.029,0.141,0.613,0.05,0.05,0.032,4
197612,0.092,0.114,0.168,0.488,0.072,0.039,0.027,4
197701,0.147,0.131,0.121,0.481,0.072,0.03,0.018,4
197702,0.172,0.137,0.103,0.521,0.048,0.004,0.015,4
197703,0.165,0.121,0.083,0.527,0.059,0.036,0.008,4
197704,0.237,0.068,0.113,0.499,0.037,0.03,0.015,4
197705,0.181,0.076,0.152,0.563,0.01,0.011,0.008,4
197706,0.18,0.093,0.178,0.511,0.022,0.006,0.008,4
197707,0.138,0.146,0.159,0.546,0.003,0.008,0,4
197708,0.073,0.069,0.11,0.687,0.045,0.007,0.009,4
197709,0.049,0.069,0.111,0.653,0.086,0.016,0.016,4
197710,0.056,0.059,0.097,0.609,0.105,0.05,0.024,4
197711,0.043,0.071,0.071,0.564,0.123,0.105,0.023,4
197712,0.018,0.047,0.124,0.544,0.14,0.099,0.028,4
197801,0,0.039,0.071,0.598,0.151,0.096,0.044,4
197802,0,0.032,0.046,0.665,0.193,0.045,0.019,4
197803,0,0.009,0.1,0.657,0.132,0.089,0.013,4
197804,0,0.021,0.122,0.58,0.138,0.074,0.066,4
197805,0,0.013,0.073,0.597,0.114,0.118,0.085,4
197806,0,0.019,0.053,0.64,0.125,0.098,0.066,4
197807,0.016,0.035,0.062,0.573,0.137,0.059,0.118,4
197808,0,0.047,0.072,0.563,0.141,0.072,0.106,4
197809,0.003,0.047,0.051,0.563,0.149,0.08,0.107,4
197810,0.004,0.044,0.1,0.637,0.093,0.047,0.075,4
197811,0,0.01,0.054,0.679,0.101,0.065,0.091,4
197812,0,0.013,0.061,0.617,0.14,0.078,0.091,4
197901,0,0.005,0.039,0.57,0.147,0.122,0.116,4
197902,0,0,0.014,0.597,0.139,0.144,0.106,4
197903,0,0.002,0.02,0.587,0.152,0.105,0.134,4
197904,0,0.002,0.02,0.495,0.248,0.121,0.114,4
197905,0,0.005,0.02,0.493,0.227,0.146,0.108,4
197906,0.002,0.003,0.036,0.556,0.176,0.125,0.1,4
197907,0.002,0.025,0.027,0.511,0.19,0.142,0.103,4
197908,0,0,0.038,0.49,0.204,0.127,0.141,4
197909,0,0.016,0.045,0.575,0.126,0.127,0.111,4
197910,0,0.006,0.056,0.601,0.164,0.095,0.077,4
197911,0,0.019,0.051,0.598,0.135,0.121,0.077,4
197912,0,0.03,0.052,0.696,0.143,0.048,0.033,4
198001,0.008,0.017,0.026,0.706,0.158,0.068,0.018,3
198002,0.008,0.018,0.046,0.689,0.115,0.083,0.04,3
198003,0,0.022,0.025,0.632,0.158,0.098,0.064,3
198004,0,0.027,0.077,0.64,0.093,0.084,0.079,3
198005,0.019,0.033,0.071,0.572,0.111,0.074,0.119,3
198006,0.035,0.037,0.076,0.646,0.077,0.041,0.088,3
198007,0.055,0.049,0.153,0.549,0.059,0.058,0.076,3
198008,0.017,0.071,0.164,0.57,0.089,0.061,0.028,3
198009,0.014,0.064,0.159,0.561,0.093,0.057,0.052,3
198010,0,0.038,0.18,0.651,0.082,0.025,0.025,3
198011,0.003,0.05,0.197,0.66,0.064,0.02,0.005,3
198012,0.008,0.06,0.318,0.533,0.056,0.021,0.003,3
198101,0.02,0.153,0.287,0.488,0.048,0.001,0.002,3
198102,0.024,0.121,0.324,0.453,0.07,0.004,0.002,3
198103,0.037,0.138,0.22,0.562,0.041,0.002,0,3
198104,0.101,0.145,0.235,0.456,0.048,0.015,0,3
198105,0.035,0.106,0.17,0.596,0.055,0.038,0,3
198106,0.045,0.113,0.176,0.527,0.079,0.042,0.018,3
198107,0.039,0.091,0.165,0.51,0.119,0.053,0.023,3
198108,0.014,0.1,0.14,0.553,0.102,0.076,0.016,3
198109,0.026,0.099,0.115,0.566,0.137,0.043,0.015,3
198110,0,0.063,0.095,0.574,0.154,0.096,0.017,3
198111,0,0.076,0.105,0.628,0.12,0.068,0.004,3
198112,0,0.049,0.098,0.63,0.176,0.039,0.008,3
198201,0,0.024,0.094,0.618,0.183,0.063,0.019,3
198202,0,0.028,0.083,0.654,0.156,0.068,0.01,3
198203,0,0.009,0.094,0.658,0.132,0.086,0.019,3
198204,0.003,0.024,0.066,0.7,0.096,0.084,0.026,3
198205,0.003,0.007,0.05,0.65,0.192,0.083,0.016,3
198206,0.003,0.003,0.047,0.599,0.212,0.124,0.014,3
198207,0,0.019,0.028,0.565,0.184,0.156,0.048,3
198208,0.003,0.012,0.015,0.618,0.181,0.117,0.055,3
198209,0,0,0.041,0.56,0.178,0.091,0.13,3
198210,0,0.003,0.042,0.54,0.15,0.105,0.16,3
198211,0,0,0.008,0.54,0.165,0.132,0.155,3
198212,0,0.001,0.016,0.459,0.148,0.178,0.199,3
198301,0,0,0.014,0.538,0.12,0.178,0.15,3
198302,0,0,0.013,0.502,0.164,0.17,0.152,3
198303,0,0,0.007,0.403,0.231,0.115,0.245,3
198304,0,0,0,0.375,0.174,0.172,0.28,3
198305,0,0,0,0.385,0.139,0.182,0.293,3
198306,0,0,0.001,0.437,0.118,0.137,0.306,3
198307,0,0,0,0.51,0.115,0.094,0.28,3
198308,0,0,0.088,0.461,0.095,0.086,0.27,3
198309,0,0.002,0.161,0.402,0.091,0.081,0.263,3
198310,0,0.002,0.032,0.546,0.116,0.084,0.22,3
198311,0,0,0.009,0.495,0.145,0.095,0.257,3
198312,0,0,0.007,0.445,0.177,0.13,0.24,3
198401,0,0,0.009,0.576,0.148,0.098,0.168,3
198402,0,0,0.009,0.57,0.186,0.091,0.144,3
198403,0,0,0.035,0.532,0.199,0.099,0.135,3
198404,0,0.02,0.043,0.457,0.193,0.103,0.185,3
198405,0,0.032,0.051,0.412,0.203,0.131,0.17,3
198406,0.02,0.016,0.055,0.483,0.146,0.097,0.183,3
198407,0.012,0.024,0.044,0.487,0.126,0.108,0.198,3
198408,0.007,0.041,0.045,0.531,0.115,0.082,0.178,3
198409,0.007,0.046,0.074,0.577,0.074,0.071,0.151,3
198410,0.007,0.005,0.015,0.552,0.131,0.115,0.175,3
198411,0,0.013,0.023,0.555,0.141,0.108,0.16,3
198412,0,0.008,0.053,0.552,0.145,0.103,0.138,3
198501,0,0.019,0.074,0.567,0.125,0.098,0.117,3
198502,0,0.009,0.088,0.538,0.153,0.101,0.11,3
198503,0,0.015,0.112,0.476,0.153,0.136,0.108,3
198504,0.001,0.046,0.138,0.49,0.141,0.1,0.083,3
198505,0.001,0.055,0.15,0.515,0.117,0.091,0.072,3
198506,0.015,0.044,0.173,0.517,0.064,0.099,0.088,3
198507,0.015,0.065,0.156,0.506,0.079,0.101,0.079,3
198508,0.01,0.037,0.104,0.603,0.081,0.138,0.027,3
198509,0,0.003,0.048,0.626,0.1,0.156,0.067,3
198510,0,0.003,0.037,0.581,0.14,0.12,0.12,3
198511,0,0,0.021,0.515,0.154,0.143,0.167,3
198512,0,0.004,0.04,0.627,0.079,0.143,0.106,3
198601,0,0.004,0.03,0.683,0.145,0.069,0.069,3
198602,0,0.002,0.043,0.593,0.207,0.08,0.075,3
198603,0,0.011,0.075,0.669,0.147,0.054,0.044,3
198604,0.006,0.033,0.155,0.613,0.092,0.053,0.048,3
198605,0.006,0.042,0.126,0.638,0.095,0.052,0.041,3
198606,0.017,0.066,0.09,0.65,0.073,0.065,0.038,3
198607,0.036,0.069,0.091,0.579,0.111,0.063,0.052,3
198608,0.022,0.053,0.089,0.571,0.15,0.054,0.062,3
198609,0.02,0.029,0.1,0.449,0.189,0.095,0.117,3
198610,0.01,0.03,0.038,0.523,0.125,0.129,0.144,3
198611,0.004,0.014,0.038,0.569,0.129,0.088,0.158,3
198612,0,0.002,0.074,0.566,0.12,0.098,0.14,3
198701,0,0.005,0.102,0.544,0.156,0.07,0.124,3
198702,0,0.028,0.108,0.503,0.096,0.128,0.138,3
198703,0.002,0.031,0.107,0.488,0.12,0.077,0.176,3
198704,0.021,0.064,0.131,0.573,0.059,0.062,0.09,3
198705,0.019,0.06,0.167,0.528,0.046,0.058,0.123,3
198706,0.037,0.071,0.224,0.434,0.055,0.05,0.129,3
198707,0.028,0.039,0.196,0.507,0.052,0.05,0.127,3
198708,0.027,0.034,0.216,0.461,0.074,0.06,0.128,3
198709,0.031,0.096,0.153,0.561,0.064,0.033,0.063,3
198710,0.016,0.123,0.189,0.536,0.044,0.04,0.052,3
198711,0.048,0.083,0.169,0.546,0.064,0.043,0.047,3
198712,0.027,0.059,0.187,0.506,0.107,0.062,0.052,3
198801,0.029,0.047,0.148,0.605,0.065,0.077,0.029,3
198802,0.044,0.088,0.133,0.617,0.035,0.066,0.018,3
198803,0.061,0.088,0.14,0.582,0.071,0.041,0.016,3
198804,0.032,0.111,0.193,0.524,0.058,0.059,0.022,3
198805,0.04,0.134,0.223,0.488,0.044,0.052,0.018,3
198806,0.136,0.189,0.217,0.344,0.041,0.032,0.041,3
198807,0.201,0.157,0.143,0.394,0.032,0.027,0.046,3
198808,0.215,0.124,0.154,0.384,0.044,0.041,0.038,3
198809,0.185,0.094,0.163,0.452,0.037,0.031,0.038,3
198810,0.205,0.077,0.148,0.535,0.03,0.005,0,3
198811,0.122,0.099,0.138,0.585,0.043,0.013,0,3
198812,0.125,0.103,0.134,0.596,0.032,0.009,0,3
198901,0.083,0.109,0.19,0.588,0.024,0.006,0,3
198902,0.065,0.148,0.156,0.565,0.047,0.008,0.011,3
198903,0.05,0.077,0.192,0.622,0.041,0.012,0.007,3
198904,0.072,0.08,0.258,0.538,0.04,0.013,0,3
198905,0.083,0.087,0.245,0.513,0.063,0.008,0,3
198906,0.084,0.144,0.17,0.37,0.157,0.066,0.008,3
198907,0.123,0.105,0.187,0.343,0.127,0.084,0.032,3
198908,0.09,0.119,0.142,0.405,0.122,0.093,0.028,3
198909,0.068,0.13,0.123,0.454,0.076,0.097,0.051,3
198910,0.059,0.125,0.162,0.426,0.096,0.092,0.042,3
198911,0.08,0.142,0.162,0.433,0.082,0.066,0.036,3
198912,0.096,0.157,0.176,0.407,0.085,0.056,0.023,3
199001,0.112,0.131,0.158,0.448,0.068,0.069,0.014,2
199002,0.103,0.114,0.148,0.46,0.09,0.057,0.028,2
199003,0.088,0.121,0.135,0.508,0.081,0.042,0.026,2
199004,0.096,0.121,0.105,0.55,0.078,0.041,0.01,2
199005,0.085,0.084,0.126,0.49,0.106,0.081,0.027,2
199006,0.098,0.121,0.117,0.497,0.127,0.038,0.002,2
199007,0.103,0.065,0.106,0.55,0.111,0.062,0.004,2
199008,0.094,0.049,0.162,0.503,0.131,0.05,0.012,2
199009,0.1,0.092,0.13,0.539,0.094,0.04,0.005,2
199010,0.069,0.125,0.102,0.506,0.111,0.052,0.036,2
199011,0.07,0.13,0.087,0.553,0.085,0.05,0.025,2
199012,0.087,0.114,0.091,0.487,0.106,0.06,0.056,2
199101,0.106,0.086,0.082,0.554,0.099,0.055,0.018,2
199102,0.134,0.043,0.15,0.544,0.091,0.027,0.011,2
199103,0.071,0.077,0.114,0.581,0.108,0.035,0.013,2
199104,0.036,0.069,0.114,0.589,0.133,0.037,0.022,2
199105,0.007,0.039,0.154,0.597,0.114,0.052,0.036,2
199106,0.004,0.046,0.16,0.568,0.144,0.057,0.02,2
199107,0.024,0.06,0.154,0.555,0.116,0.064,0.026,2
199108,0.029,0.066,0.163,0.518,0.134,0.07,0.02,2
199109,0.021,0.074,0.124,0.579,0.09,0.086,0.026,2
199110,0.025,0.065,0.085,0.63,0.095,0.092,0.008,2
199111,0.019,0.04,0.071,0.648,0.112,0.084,0.025,2
199112,0.022,0.033,0.063,0.629,0.115,0.054,0.084,2
199201,0.021,0.049,0.129,0.569,0.067,0.072,0.093,2
199202,0.023,0.042,0.126,0.575,0.083,0.045,0.107,2
199203,0.035,0.069,0.103,0.516,0.121,0.066,0.09,2
199204,0.044,0.069,0.139,0.509,0.088,0.073,0.077,2
199205,0.09,0.077,0.113,0.506,0.053,0.052,0.11,2
199206,0.088,0.084,0.082,0.511,0.058,0.041,0.138,2
199207,0.069,0.042,0.054,0.502,0.133,0.056,0.144,2
199208,0.069,0.045,0.044,0.476,0.121,0.073,0.172,2
199209,0.074,0.044,0.063,0.464,0.131,0.104,0.12,2
199210,0.049,0.044,0.044,0.553,0.13,0.111,0.069,2
199211,0.023,0.03,0.065,0.436,0.181,0.158,0.107,2
199212,0.016,0.024,0.051,0.498,0.129,0.141,0.141,2
199301,0,0.033,0.059,0.405,0.163,0.155,0.185,2
199302,0.014,0.013,0.053,0.451,0.127,0.148,0.194,2
199303,0.006,0.025,0.045,0.411,0.149,0.18,0.184,2
199304,0,0,0.029,0.471,0.135,0.2,0.165,2
199305,0,0,0.02,0.527,0.149,0.145,0.16,2
199306,0,0,0.003,0.484,0.141,0.154,0.217,2
199307,0,0,0.03,0.427,0.133,0.153,0.258,2
199308,0,0.007,0.078,0.365,0.158,0.079,0.313,2
199309,0,0.01,0.053,0.537,0.065,0.091,0.243,2
199310,0,0.003,0.045,0.521,0.114,0.079,0.238,2
199311,0,0.002,0.051,0.523,0.104,0.089,0.231,2
199312,0,0.005,0.051,0.601,0.092,0.063,0.189,2
199401,0,0.008,0.097,0.556,0.085,0.082,0.172,2
199402,0,0.007,0.085,0.586,0.066,0.108,0.148,2
199403,0,0.03,0.126,0.535,0.111,0.109,0.089,2
199404,0.005,0.043,0.086,0.578,0.096,0.076,0.116,2
199405,0.002,0.048,0.081,0.67,0.064,0.089,0.046,2
199406,0.006,0.086,0.117,0.573,0.099,0.089,0.03,2
199407,0.036,0.093,0.142,0.468,0.129,0.078,0.053,2
199408,0.041,0.112,0.141,0.438,0.11,0.098,0.06,2
199409,0.052,0.112,0.126,0.487,0.102,0.076,0.044,2
199410,0.026,0.047,0.084,0.554,0.157,0.054,0.078,2
199411,0.006,0.031,0.052,0.634,0.138,0.058,0.081,2
199412,0.006,0.034,0.054,0.625,0.135,0.081,0.065,2
199501,0,0.014,0.051,0.574,0.185,0.134,0.043,2
199502,0,0.014,0.07,0.674,0.136,0.066,0.04,2
199503,0,0.02,0.056,0.609,0.172,0.072,0.07,2
199504,0,0.007,0.055,0.582,0.166,0.125,0.064,2
199505,0,0.007,0.035,0.436,0.192,0.158,0.171,2
199506,0,0.004,0.048,0.43,0.152,0.125,0.24,2
199507,0,0.012,0.047,0.469,0.082,0.133,0.257,2
199508,0,0.038,0.058,0.479,0.065,0.11,0.25,2
199509,0,0.021,0.071,0.534,0.06,0.101,0.214,2
199510,0,0.016,0.017,0.628,0.089,0.103,0.147,2
199511,0,0.023,0.033,0.583,0.125,0.113,0.122,2
199512,0.004,0.007,0.07,0.574,0.133,0.089,0.123,2
199601,0.004,0.024,0.074,0.484,0.164,0.095,0.154,2
199602,0.004,0.033,0.144,0.417,0.153,0.108,0.14,2
199603,0.004,0.075,0.11,0.451,0.122,0.132,0.106,2
199604,0.015,0.066,0.159,0.382,0.161,0.134,0.082,2
199605,0.063,0.127,0.069,0.323,0.133,0.152,0.133,2
199606,0.054,0.094,0.052,0.407,0.149,0.144,0.101,2
199607,0.06,0.065,0.036,0.431,0.142,0.149,0.118,2
199608,0.056,0.037,0.022,0.486,0.228,0.116,0.056,2
199609,0.026,0.024,0.035,0.46,0.227,0.123,0.105,2
199610,0.007,0.031,0.021,0.482,0.228,0.125,0.106,2
199611,0.007,0.023,0.024,0.414,0.238,0.156,0.137,2
199612,0.009,0.019,0.029,0.396,0.178,0.191,0.179,2
199701,0.004,0.023,0.027,0.416,0.17,0.175,0.184,2
199702,0.004,0.021,0.032,0.413,0.215,0.197,0.117,2
199703,0.02,0.011,0.026,0.488,0.228,0.119,0.108,2
199704,0.023,0.008,0.032,0.444,0.208,0.165,0.12,2
199705,0.023,0.027,0.014,0.451,0.252,0.146,0.086,2
199706,0.023,0.032,0.008,0.437,0.217,0.157,0.127,2
199707,0.032,0.03,0.001,0.457,0.203,0.152,0.125,2
199708,0.027,0.035,0.001,0.474,0.167,0.163,0.133,2
199709,0.006,0.027,0.002,0.526,0.183,0.14,0.117,2
199710,0.006,0.028,0.008,0.516,0.178,0.134,0.131,2
199711,0.006,0.007,0.016,0.573,0.206,0.102,0.089,2
199712,0.007,0.003,0.019,0.568,0.18,0.147,0.076,2
199801,0.004,0.004,0.01,0.517,0.223,0.151,0.091,2
199802,0,0.007,0.014,0.459,0.231,0.171,0.118,2
199803,0,0,0.031,0.41,0.236,0.189,0.133,2
199804,0,0.002,0.02,0.53,0.199,0.156,0.093,2
199805,0,0.007,0.024,0.592,0.162,0.085,0.131,2
199806,0,0.005,0.128,0.402,0.169,0.131,0.165,2
199807,0,0.069,0.1,0.368,0.16,0.1,0.203,2
199808,0.003,0.063,0.117,0.432,0.133,0.077,0.176,2
199809,0.007,0.077,0.059,0.55,0.118,0.049,0.139,2
199810,0.006,0.024,0.092,0.509,0.138,0.093,0.14,2
199811,0.008,0.052,0.103,0.495,0.131,0.091,0.12,2
199812,0.018,0.056,0.096,0.535,0.137,0.075,0.082,2
199901,0.004,0.013,0.084,0.606,0.112,0.104,0.078,2
199902,0.004,0.036,0.088,0.584,0.124,0.091,0.073,2
199903,0.004,0.026,0.148,0.621,0.101,0.059,0.04,2
199904,0.004,0.045,0.098,0.583,0.107,0.083,0.079,2
199905,0.003,0.051,0.142,0.515,0.089,0.097,0.103,2
199906,0.002,0.039,0.129,0.534,0.088,0.077,0.131,2
199907,0.011,0.045,0.113,0.541,0.084,0.072,0.133,2
199908,0.013,0.059,0.122,0.519,0.083,0.094,0.11,2
199909,0.006,0.036,0.137,0.568,0.061,0.084,0.108,2
199910,0.003,0.041,0.155,0.665,0.037,0.022,0.076,2
199911,0.01,0.108,0.226,0.559,0.036,0.026,0.035,2
199912,0.023,0.12,0.309,0.461,0.049,0.008,0.031,2
200001,0.018,0.14,0.284,0.476,0.035,0.025,0.021,1
200002,0.022,0.186,0.228,0.483,0.04,0.021,0.021,1
200003,0.04,0.126,0.275,0.491,0.024,0.019,0.026,1
200004,0.059,0.133,0.235,0.487,0.047,0.015,0.024,1
200005,0.085,0.146,0.224,0.46,0.043,0.02,0.022,1
200006,0.063,0.157,0.209,0.462,0.06,0.03,0.018,1
200007,0.118,0.18,0.142,0.438,0.062,0.038,0.022,1
200008,0.181,0.202,0.141,0.365,0.051,0.036,0.023,1
200009,0.176,0.198,0.146,0.368,0.062,0.027,0.022,1
200010,0.054,0.132,0.158,0.546,0.059,0.04,0.012,1
200011,0.006,0.107,0.153,0.552,0.099,0.043,0.039,1
200012,0.044,0.076,0.18,0.534,0.099,0.04,0.027,1
200101,0.042,0.118,0.129,0.515,0.108,0.066,0.022,1
200102,0.049,0.123,0.07,0.516,0.124,0.091,0.028,1
200103,0.075,0.086,0.099,0.52,0.112,0.075,0.034,1
200104,0.058,0.093,0.142,0.525,0.072,0.095,0.016,1
200105,0.111,0.078,0.124,0.496,0.103,0.066,0.022,1
200106,0.125,0.047,0.104,0.56,0.065,0.072,0.025,1
200107,0.122,0.062,0.11,0.544,0.086,0.044,0.032,1
200108,0.134,0.056,0.115,0.584,0.075,0.023,0.014,1
200109,0.148,0.038,0.112,0.59,0.077,0.03,0.004,1
200110,0.137,0.076,0.137,0.511,0.066,0.064,0.01,1
200111,0.128,0.078,0.146,0.531,0.057,0.054,0.006,1
200112,0.107,0.137,0.12,0.525,0.053,0.041,0.017,1
200201,0.105,0.125,0.144,0.524,0.064,0.037,0,1
200202,0.125,0.142,0.123,0.536,0.067,0.007,0,1
200203,0.123,0.114,0.165,0.503,0.054,0.042,0,1
200204,0.142,0.129,0.174,0.463,0.075,0.018,0,1
200205,0.172,0.122,0.177,0.429,0.054,0.034,0.012,1
200206,0.22,0.123,0.181,0.41,0.05,0.015,0.002,1
200207,0.264,0.131,0.113,0.422,0.053,0.016,0.001,1
200208,0.248,0.138,0.115,0.413,0.051,0.026,0.009,1
200209,0.212,0.126,0.128,0.459,0.042,0.023,0.011,1
200210,0.153,0.123,0.124,0.468,0.062,0.037,0.034,1
200211,0.16,0.106,0.127,0.498,0.05,0.04,0.019,1
200212,0.123,0.141,0.117,0.432,0.108,0.049,0.03,1
200301,0.146,0.131,0.12,0.527,0.046,0.015,0.014,1
200302,0.085,0.143,0.13,0.498,0.103,0.024,0.017,1
